city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Bayhaven,2025-01-20T10:00:00+00:00,39.6,28.1,True,7.8,87.9,94.2,10.0,16.6,19.7,18.0,0,74.9,4,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-20T11:00:00+00:00,33.0,57.8,False,17.8,80.1,88.1,11.5,21.5,40.0,33.7,1,84.3,12,13590.7,high_density,1,0,1,1,1
Stonegate,2025-01-20T12:00:00+00:00,32.4,67.4,False,38.5,78.9,84.3,15.9,23.9,37.4,31.5,5,77.7,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-20T13:00:00+00:00,43.4,33.2,True,37.0,93.1,96.6,16.8,26.1,47.4,35.0,9,93.1,10,16562.6,compound,1,1,1,1,1
Metrovale,2025-01-20T14:00:00+00:00,33.0,46.0,False,1.9,68.4,76.9,5.3,20.7,15.7,27.7,2,46.7,3,11200.0,baseline,1,0,1,0,1
Riverton,2025-01-20T15:00:00+00:00,45.5,35.6,True,3.5,92.1,93.0,13.0,11.7,20.1,31.3,0,74.8,6,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-20T16:00:00+00:00,21.7,63.0,False,7.3,78.8,72.8,7.1,10.3,36.4,12.1,2,83.4,14,15712.8,high_density,0,1,1,0,1
Sunport,2025-01-20T17:00:00+00:00,27.4,73.6,False,56.7,75.8,71.1,25.8,27.3,32.8,16.3,8,49.8,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-20T18:00:00+00:00,45.4,36.3,True,69.7,94.4,97.7,22.7,32.4,40.0,31.0,5,93.3,14,15973.4,compound,1,1,1,1,1
Lakehurst,2025-01-20T19:00:00+00:00,34.1,72.3,False,12.3,78.3,83.0,4.9,20.4,23.0,24.4,4,75.2,1,10100.0,baseline,1,0,1,1,0
Bayhaven,2025-01-20T20:00:00+00:00,42.6,38.3,True,2.1,96.0,99.3,7.0,21.8,17.1,17.2,0,70.6,4,14500.0,heatwave,0,1,1,1,1
Ironwood,2025-01-20T21:00:00+00:00,21.5,65.6,False,1.8,63.0,81.0,4.3,14.3,32.8,13.4,1,81.8,10,17695.7,high_density,0,0,1,0,1
Stonegate,2025-01-20T22:00:00+00:00,33.3,40.2,False,36.1,58.3,72.2,22.0,25.2,52.5,16.4,9,62.2,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-20T23:00:00+00:00,38.8,25.6,True,38.9,87.0,95.3,16.1,25.0,41.7,18.7,5,85.0,6,15078.3,compound,0,1,1,1,1
Metrovale,2025-01-21T00:00:00+00:00,24.7,53.6,False,1.1,61.1,72.2,14.0,13.7,27.2,24.2,2,59.0,2,11200.0,baseline,0,0,0,0,0
Riverton,2025-01-21T01:00:00+00:00,44.8,37.4,True,4.1,92.0,93.6,7.9,16.0,26.8,30.6,1,81.2,5,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-01-21T02:00:00+00:00,21.3,64.1,False,9.4,79.2,79.5,9.3,19.0,43.5,28.1,0,85.8,16,17324.8,high_density,1,0,1,0,1
Sunport,2025-01-21T03:00:00+00:00,27.9,35.3,False,74.9,68.8,87.9,17.3,28.8,57.6,17.8,9,67.2,1,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-21T04:00:00+00:00,40.8,31.5,True,58.5,90.2,95.0,17.6,32.2,32.4,31.6,8,91.0,14,12581.0,compound,1,1,1,1,1
Lakehurst,2025-01-21T05:00:00+00:00,33.7,35.3,False,4.9,67.0,86.6,6.8,9.6,21.3,30.9,0,47.8,6,10100.0,baseline,0,1,0,0,0
Bayhaven,2025-01-21T06:00:00+00:00,42.1,28.4,True,1.7,93.7,96.8,9.3,17.6,25.0,18.7,0,81.6,5,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-01-21T07:00:00+00:00,30.2,64.1,False,7.5,75.2,75.3,6.3,14.3,29.2,22.7,2,90.1,11,17562.5,high_density,0,0,0,0,1
Stonegate,2025-01-21T08:00:00+00:00,24.7,50.3,False,46.0,80.9,78.1,26.3,30.2,51.0,17.8,5,54.5,6,11700.0,failure_event,0,1,1,1,1
Hillford,2025-01-21T09:00:00+00:00,39.0,57.9,True,67.5,86.5,100.0,25.5,32.2,35.7,26.8,5,87.4,11,13380.2,compound,1,1,1,1,1
Metrovale,2025-01-21T10:00:00+00:00,24.2,75.0,False,6.1,70.4,85.1,9.3,13.1,24.2,32.0,2,56.2,3,11200.0,baseline,0,0,0,0,0
Riverton,2025-01-21T11:00:00+00:00,41.5,27.1,True,2.9,86.5,94.6,11.4,11.7,24.5,23.4,2,81.4,1,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-21T12:00:00+00:00,28.7,38.0,False,3.8,59.0,89.2,7.7,21.4,43.4,31.7,3,94.9,12,14965.4,high_density,0,0,1,0,1
Sunport,2025-01-21T13:00:00+00:00,26.2,48.7,False,66.6,80.7,89.1,27.0,33.4,31.3,30.7,7,73.2,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-21T14:00:00+00:00,40.0,51.2,True,37.6,89.5,99.5,22.5,27.9,48.6,25.9,4,91.1,6,13262.1,compound,1,1,1,1,1
Lakehurst,2025-01-21T15:00:00+00:00,29.7,55.7,False,3.8,60.7,87.0,11.0,14.5,27.2,14.6,2,59.4,5,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-01-21T16:00:00+00:00,40.8,38.5,True,2.0,95.0,97.6,5.7,22.4,10.4,13.5,2,80.4,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-21T17:00:00+00:00,23.7,67.2,False,17.2,64.2,87.1,7.0,18.4,25.5,13.9,0,81.7,7,13066.6,high_density,1,0,0,1,1
Stonegate,2025-01-21T18:00:00+00:00,31.2,44.1,False,58.5,68.7,78.0,25.2,32.6,47.9,33.6,6,68.0,5,11700.0,failure_event,0,1,1,1,0
Hillford,2025-01-21T19:00:00+00:00,39.3,47.9,True,54.1,88.6,98.1,22.7,34.3,54.6,24.8,4,90.0,16,14558.6,compound,1,1,1,1,1
Metrovale,2025-01-21T20:00:00+00:00,25.2,51.9,False,7.2,71.5,72.0,13.5,20.8,17.6,14.0,3,53.4,2,11200.0,baseline,1,0,0,0,1
Riverton,2025-01-21T21:00:00+00:00,45.1,25.2,True,5.0,94.1,95.4,10.7,14.3,14.1,33.1,4,78.2,3,8400.0,heatwave,1,0,1,0,1
Northbridge,2025-01-21T22:00:00+00:00,23.7,42.0,False,8.0,55.3,72.9,10.4,22.2,44.4,25.1,0,81.1,15,16052.3,high_density,1,1,1,1,1
Sunport,2025-01-21T23:00:00+00:00,31.4,43.9,False,84.8,55.5,87.0,26.0,29.1,33.8,27.5,7,70.7,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-22T00:00:00+00:00,40.7,29.7,True,84.5,87.8,98.7,23.6,21.6,56.7,27.8,7,84.0,15,14105.1,compound,1,1,1,1,1
Lakehurst,2025-01-22T01:00:00+00:00,20.8,54.2,False,0.7,57.7,73.8,9.7,12.5,23.9,14.7,3,45.5,1,10100.0,baseline,1,0,0,0,0
Bayhaven,2025-01-22T02:00:00+00:00,45.4,34.4,True,5.1,87.1,95.7,5.3,16.9,19.2,34.1,2,89.2,2,14500.0,heatwave,1,1,1,1,0
Ironwood,2025-01-22T03:00:00+00:00,20.4,36.8,False,17.0,72.0,83.2,11.0,19.7,27.9,27.1,4,79.4,12,11722.3,high_density,1,0,1,1,1
Stonegate,2025-01-22T04:00:00+00:00,33.5,54.4,False,84.8,57.7,82.7,22.9,36.6,33.0,15.0,6,49.6,5,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-22T05:00:00+00:00,40.4,46.7,True,74.3,93.1,94.1,22.2,23.4,50.0,19.3,4,83.8,6,12701.4,compound,1,0,1,1,1
Metrovale,2025-01-22T06:00:00+00:00,22.2,47.4,False,6.1,62.5,72.2,10.0,10.1,10.6,16.1,1,50.6,5,11200.0,baseline,0,0,0,0,1
Riverton,2025-01-22T07:00:00+00:00,40.6,37.7,True,5.6,91.0,95.8,7.0,23.3,14.4,11.1,4,70.1,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-22T08:00:00+00:00,34.9,45.9,False,6.6,66.6,87.6,14.9,23.4,32.1,33.7,0,85.4,7,11513.5,high_density,1,0,1,0,1
Sunport,2025-01-22T09:00:00+00:00,27.7,72.5,False,86.6,79.0,78.9,21.4,30.8,42.1,25.2,8,47.5,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-22T10:00:00+00:00,41.1,55.8,True,79.6,92.4,93.3,17.4,28.0,47.3,25.7,7,86.5,8,14011.5,compound,1,1,1,1,1
Lakehurst,2025-01-22T11:00:00+00:00,22.7,35.9,False,10.1,75.7,81.5,4.9,19.1,16.7,27.6,3,68.0,6,10100.0,baseline,0,0,0,1,0
Bayhaven,2025-01-22T12:00:00+00:00,42.6,35.6,True,1.0,96.6,93.4,4.9,16.3,10.6,14.4,1,82.8,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-22T13:00:00+00:00,25.6,55.2,False,1.7,77.6,79.2,5.6,19.4,34.4,12.4,3,93.3,10,11605.6,high_density,1,1,1,0,1
Stonegate,2025-01-22T14:00:00+00:00,25.4,70.2,False,49.2,57.1,71.2,26.1,31.4,30.4,11.8,9,52.8,1,11700.0,failure_event,1,0,1,1,1
Hillford,2025-01-22T15:00:00+00:00,44.6,35.2,True,37.6,88.6,92.9,16.8,26.8,52.5,11.2,7,82.8,7,15977.0,compound,1,1,1,0,0
Metrovale,2025-01-22T16:00:00+00:00,23.4,43.4,False,9.3,80.0,76.9,5.8,19.1,28.0,17.6,0,62.0,5,11200.0,baseline,1,0,1,0,1
Riverton,2025-01-22T17:00:00+00:00,39.3,25.8,True,7.4,92.3,98.9,9.8,19.3,13.3,14.4,2,81.4,3,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-22T18:00:00+00:00,28.9,40.9,False,0.7,68.1,89.1,10.2,20.0,26.8,10.3,4,87.4,10,15698.4,high_density,0,0,1,0,1
Sunport,2025-01-22T19:00:00+00:00,28.6,60.1,False,67.1,71.6,78.9,26.4,24.4,55.1,34.3,5,76.2,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-22T20:00:00+00:00,42.1,48.0,True,87.0,89.4,93.4,25.1,34.7,53.1,18.1,8,80.8,8,16176.8,compound,1,0,1,0,1
Lakehurst,2025-01-22T21:00:00+00:00,29.4,62.3,False,18.7,77.7,80.9,10.1,11.9,27.0,15.0,2,72.3,2,10100.0,baseline,1,0,1,0,1
Bayhaven,2025-01-22T22:00:00+00:00,44.8,25.9,True,5.4,88.3,97.6,9.8,18.9,12.6,31.0,2,82.7,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-22T23:00:00+00:00,33.7,58.0,False,19.4,60.1,80.6,6.2,18.5,25.7,16.9,1,86.5,6,17694.8,high_density,1,1,1,0,1
Stonegate,2025-01-23T00:00:00+00:00,28.7,60.8,False,71.2,64.0,78.5,20.8,28.7,34.3,20.3,9,64.5,1,11700.0,failure_event,1,1,1,0,1
Hillford,2025-01-23T01:00:00+00:00,41.5,46.6,True,68.1,91.0,96.6,23.2,32.5,36.5,20.8,5,92.5,10,17312.0,compound,1,1,1,1,1
Metrovale,2025-01-23T02:00:00+00:00,31.0,72.1,False,1.1,68.6,88.5,9.7,15.9,23.4,14.5,2,45.5,1,11200.0,baseline,0,1,0,0,0
Riverton,2025-01-23T03:00:00+00:00,45.7,54.9,True,7.8,86.3,93.1,4.8,8.4,19.8,10.8,2,86.7,5,8400.0,heatwave,0,1,1,1,1
Northbridge,2025-01-23T04:00:00+00:00,21.0,46.0,False,9.2,64.4,72.1,8.3,15.1,23.2,15.0,3,79.7,11,13472.6,high_density,0,1,1,0,1
Sunport,2025-01-23T05:00:00+00:00,34.1,63.4,False,64.8,60.2,78.5,23.7,36.4,31.0,25.9,8,74.0,1,13200.0,failure_event,1,0,1,1,1
Crestfield,2025-01-23T06:00:00+00:00,44.4,36.5,True,84.1,86.0,96.1,22.6,22.8,36.7,27.9,10,90.3,7,12432.0,compound,1,1,1,1,1
Lakehurst,2025-01-23T07:00:00+00:00,25.7,56.3,False,8.4,80.0,86.6,5.1,19.0,24.4,25.7,0,49.9,3,10100.0,baseline,1,1,0,0,1
Bayhaven,2025-01-23T08:00:00+00:00,42.0,55.6,True,1.1,87.1,94.5,14.2,8.0,29.3,29.6,2,74.7,1,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-01-23T09:00:00+00:00,30.9,45.2,False,15.1,77.2,74.8,12.5,15.0,23.3,30.8,1,81.6,9,17321.6,high_density,0,1,0,1,1
Stonegate,2025-01-23T10:00:00+00:00,27.7,57.5,False,79.7,79.6,74.0,22.6,39.8,38.1,21.6,5,69.5,1,11700.0,failure_event,0,1,1,0,0
Hillford,2025-01-23T11:00:00+00:00,39.2,43.2,True,55.7,91.5,96.5,17.1,35.9,38.5,34.9,9,83.3,8,14959.8,compound,1,1,1,1,1
Metrovale,2025-01-23T12:00:00+00:00,34.0,64.2,False,14.8,76.7,89.4,12.7,13.0,12.3,21.2,3,70.0,3,11200.0,baseline,0,1,1,0,0
Riverton,2025-01-23T13:00:00+00:00,40.8,42.0,True,1.3,86.8,92.5,10.8,15.7,26.3,34.4,4,75.1,1,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-01-23T14:00:00+00:00,24.6,52.9,False,7.2,58.5,85.5,14.5,14.5,40.5,18.5,3,78.1,11,16838.0,high_density,0,1,1,1,1
Sunport,2025-01-23T15:00:00+00:00,23.1,56.7,False,55.4,75.1,80.9,16.9,30.6,38.6,30.3,6,65.1,6,13200.0,failure_event,1,1,0,1,1
Crestfield,2025-01-23T16:00:00+00:00,39.2,30.2,True,42.3,97.0,94.3,24.3,37.9,47.1,15.7,7,93.0,15,16306.1,compound,1,1,1,1,1
Lakehurst,2025-01-23T17:00:00+00:00,22.1,40.7,False,2.6,69.2,79.7,14.8,17.4,18.1,26.0,3,62.6,5,10100.0,baseline,0,0,1,0,0
Bayhaven,2025-01-23T18:00:00+00:00,44.5,34.2,True,1.7,95.9,94.4,4.9,13.4,20.7,14.3,1,74.0,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-23T19:00:00+00:00,31.2,43.0,False,7.9,57.6,82.0,14.2,12.3,32.3,15.5,1,88.8,6,17608.2,high_density,1,1,1,0,1
Stonegate,2025-01-23T20:00:00+00:00,26.3,56.3,False,38.9,56.8,86.8,21.1,36.8,53.1,34.4,4,72.1,5,11700.0,failure_event,1,0,1,1,1
Hillford,2025-01-23T21:00:00+00:00,45.4,55.3,True,73.6,86.1,97.8,23.0,31.9,55.4,21.3,9,80.6,9,12474.2,compound,1,1,1,1,1
Metrovale,2025-01-23T22:00:00+00:00,23.4,43.8,False,17.6,59.2,74.3,4.1,20.9,15.4,20.0,4,49.6,1,11200.0,baseline,1,0,0,1,0
Riverton,2025-01-23T23:00:00+00:00,38.5,33.8,True,6.1,87.1,98.1,6.8,13.8,27.1,18.1,3,84.5,5,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-24T00:00:00+00:00,22.8,67.1,False,2.6,56.4,82.3,4.5,19.6,29.9,31.8,3,92.4,6,16833.0,high_density,0,0,1,1,1
Sunport,2025-01-24T01:00:00+00:00,23.1,60.9,False,69.9,78.6,78.0,16.3,29.1,36.3,26.8,4,54.6,4,13200.0,failure_event,0,1,1,1,0
Crestfield,2025-01-24T02:00:00+00:00,40.2,37.0,True,35.5,92.5,98.2,24.6,26.8,35.6,17.2,7,88.8,16,17591.9,compound,1,1,1,1,1
Lakehurst,2025-01-24T03:00:00+00:00,29.2,68.1,False,11.6,78.7,81.1,4.1,8.2,21.1,25.6,0,64.2,4,10100.0,baseline,1,0,1,1,1
Bayhaven,2025-01-24T04:00:00+00:00,39.5,40.4,True,4.6,93.7,94.7,12.7,22.5,19.1,17.7,0,85.1,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-24T05:00:00+00:00,21.3,41.3,False,1.4,72.8,87.5,10.9,10.5,36.4,27.5,4,84.1,9,15702.1,high_density,1,0,1,0,1
Stonegate,2025-01-24T06:00:00+00:00,32.1,63.2,False,47.3,55.4,86.7,21.9,30.6,57.6,17.1,9,74.6,4,11700.0,failure_event,1,1,1,0,0
Hillford,2025-01-24T07:00:00+00:00,44.7,46.1,True,47.9,96.7,94.3,26.7,27.4,34.8,18.8,9,88.1,7,13342.5,compound,1,1,1,1,1
Metrovale,2025-01-24T08:00:00+00:00,24.8,53.0,False,6.0,55.7,76.9,8.2,16.2,26.5,34.5,4,69.9,6,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-24T09:00:00+00:00,45.5,32.9,True,0.9,91.9,96.9,4.2,12.9,17.0,20.6,0,70.2,4,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-24T10:00:00+00:00,31.5,68.8,False,15.8,55.6,70.7,7.6,13.6,37.5,16.0,1,88.9,12,17176.2,high_density,1,0,0,1,1
Sunport,2025-01-24T11:00:00+00:00,34.6,61.6,False,58.9,78.0,75.1,17.1,21.8,47.0,11.7,4,74.5,1,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-24T12:00:00+00:00,45.6,39.8,True,40.6,89.6,96.0,25.1,39.0,56.0,19.9,5,85.8,14,14126.2,compound,1,1,1,0,0
Lakehurst,2025-01-24T13:00:00+00:00,26.4,66.8,False,5.1,63.1,83.7,9.1,15.7,16.9,22.3,2,71.2,5,10100.0,baseline,0,1,1,0,0
Bayhaven,2025-01-24T14:00:00+00:00,39.4,39.2,True,4.1,95.2,98.1,8.4,16.2,27.7,21.7,1,70.9,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-24T15:00:00+00:00,30.9,37.4,False,8.6,70.8,81.5,11.7,18.0,36.7,30.7,3,82.1,15,15522.9,high_density,1,0,1,1,1
Stonegate,2025-01-24T16:00:00+00:00,25.6,58.5,False,69.5,66.5,84.2,15.4,31.1,50.9,31.3,10,48.8,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-24T17:00:00+00:00,38.5,36.8,True,65.5,86.8,99.2,16.3,37.0,41.5,34.6,9,81.3,13,15124.8,compound,1,1,1,1,1
Metrovale,2025-01-24T18:00:00+00:00,26.5,48.6,False,13.7,78.9,88.5,9.6,20.2,22.6,34.3,4,71.9,4,11200.0,baseline,1,1,0,1,0
Riverton,2025-01-24T19:00:00+00:00,43.6,33.3,True,1.7,96.9,94.1,11.4,12.2,19.2,11.9,3,86.5,2,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-24T20:00:00+00:00,32.8,42.7,False,13.7,78.6,72.0,10.5,18.5,34.1,18.4,3,93.9,16,15085.7,high_density,1,1,1,1,1
Sunport,2025-01-24T21:00:00+00:00,25.0,62.9,False,67.0,79.6,76.4,17.6,31.5,57.1,32.7,9,58.5,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-24T22:00:00+00:00,42.4,57.5,True,37.3,88.6,92.1,18.7,27.3,59.8,31.8,7,78.0,14,15768.9,compound,1,1,1,1,1
Lakehurst,2025-01-24T23:00:00+00:00,31.1,59.1,False,4.8,71.6,87.1,9.1,16.3,25.8,14.6,0,65.5,6,10100.0,baseline,1,1,1,0,1
Bayhaven,2025-01-25T00:00:00+00:00,43.2,31.7,True,7.1,86.5,98.4,11.7,12.0,11.7,12.8,2,72.6,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-25T01:00:00+00:00,30.2,38.2,False,16.6,58.3,85.6,7.6,22.2,28.8,28.2,1,78.3,14,13197.5,high_density,1,1,0,1,1
Stonegate,2025-01-25T02:00:00+00:00,20.2,36.9,False,46.6,56.0,82.5,16.4,35.9,43.7,25.6,9,64.2,5,11700.0,failure_event,1,0,1,1,0
Hillford,2025-01-25T03:00:00+00:00,42.2,50.5,True,56.2,91.7,99.6,22.3,26.7,45.7,13.2,10,90.8,9,13552.4,compound,1,0,1,1,1
Metrovale,2025-01-25T04:00:00+00:00,31.8,51.0,False,9.1,56.3,85.9,12.1,10.9,23.5,25.7,2,58.9,6,11200.0,baseline,1,0,1,0,1
Riverton,2025-01-25T05:00:00+00:00,38.6,47.8,True,8.0,94.0,93.2,10.4,9.3,28.4,27.7,2,71.2,6,8400.0,heatwave,1,0,1,0,1
Northbridge,2025-01-25T06:00:00+00:00,23.9,57.8,False,2.4,63.2,74.3,13.0,21.6,40.5,14.5,1,81.8,16,12762.5,high_density,0,1,1,0,1
Sunport,2025-01-25T07:00:00+00:00,24.6,60.2,False,61.3,78.2,71.9,26.4,36.0,59.7,24.6,4,71.8,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-25T08:00:00+00:00,43.7,38.9,True,69.0,87.0,97.9,15.7,28.5,46.3,27.3,5,92.7,10,15514.7,compound,0,1,1,1,1
Lakehurst,2025-01-25T09:00:00+00:00,33.3,63.4,False,12.2,59.4,88.1,14.0,12.0,21.5,20.5,0,72.1,5,10100.0,baseline,0,0,1,0,0
Bayhaven,2025-01-25T10:00:00+00:00,41.8,57.7,True,3.3,87.9,98.1,13.2,10.6,10.8,15.4,3,81.3,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-25T11:00:00+00:00,31.4,66.8,False,9.6,69.0,86.1,11.4,10.1,44.8,32.7,3,92.4,10,13965.1,high_density,1,1,1,1,1
Stonegate,2025-01-25T12:00:00+00:00,31.8,36.0,False,41.8,64.7,73.1,25.8,34.0,43.2,26.7,8,46.1,6,11700.0,failure_event,0,1,1,1,1
Hillford,2025-01-25T13:00:00+00:00,44.2,43.0,True,58.8,86.5,97.9,17.6,22.6,43.3,23.7,10,86.1,14,12907.0,compound,1,1,1,0,1
Metrovale,2025-01-25T14:00:00+00:00,22.6,56.7,False,12.1,60.6,87.4,4.1,8.0,27.5,28.0,3,71.0,6,11200.0,baseline,1,0,1,0,1
Riverton,2025-01-25T15:00:00+00:00,44.7,39.1,True,2.4,91.0,94.0,11.1,11.0,26.5,15.2,3,83.0,3,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-01-25T16:00:00+00:00,32.6,74.0,False,19.8,75.7,90.0,7.5,23.7,36.6,21.4,3,85.6,9,13324.1,high_density,0,0,1,0,1
Sunport,2025-01-25T17:00:00+00:00,24.9,63.7,False,66.2,62.6,75.2,24.8,38.7,33.3,33.9,6,62.8,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-25T18:00:00+00:00,39.8,47.8,True,85.0,94.0,92.9,19.7,31.9,46.5,24.2,7,86.6,11,14940.9,compound,1,1,1,0,1
Lakehurst,2025-01-25T19:00:00+00:00,34.3,49.1,False,8.9,55.6,89.9,4.8,10.0,22.6,34.9,0,65.8,3,10100.0,baseline,0,0,0,0,0
Bayhaven,2025-01-25T20:00:00+00:00,41.9,31.2,True,0.5,87.6,93.3,9.5,21.9,27.3,25.5,2,85.0,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-25T21:00:00+00:00,31.1,36.9,False,1.9,73.3,75.7,14.5,16.3,34.3,20.0,2,93.0,6,17356.8,high_density,1,1,1,1,1
Stonegate,2025-01-25T22:00:00+00:00,30.1,40.9,False,55.7,80.2,77.1,20.9,28.5,51.3,14.5,10,60.3,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-25T23:00:00+00:00,44.9,37.0,True,42.6,94.9,97.9,17.2,37.2,44.7,17.4,5,85.2,14,16071.6,compound,1,1,1,0,1
Metrovale,2025-01-26T00:00:00+00:00,24.4,50.6,False,0.7,73.1,84.4,6.7,11.5,19.9,31.1,2,69.8,5,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-26T01:00:00+00:00,39.9,58.8,True,1.3,87.4,94.9,10.4,20.4,19.2,20.7,1,70.6,5,8400.0,heatwave,0,1,1,1,0
Northbridge,2025-01-26T02:00:00+00:00,24.3,73.0,False,17.6,62.3,79.7,11.1,22.9,29.8,32.4,3,90.2,11,13194.0,high_density,1,0,0,0,1
Sunport,2025-01-26T03:00:00+00:00,25.3,45.7,False,71.3,62.2,82.0,15.1,27.2,57.2,16.9,7,68.6,5,13200.0,failure_event,1,0,1,1,1
Crestfield,2025-01-26T04:00:00+00:00,43.3,34.0,True,87.4,94.1,98.1,16.3,23.9,38.4,10.1,4,91.3,7,14090.1,compound,1,1,1,1,1
Lakehurst,2025-01-26T05:00:00+00:00,24.2,41.2,False,5.3,65.4,88.5,12.9,13.0,28.6,29.8,0,68.4,2,10100.0,baseline,1,1,0,0,1
Bayhaven,2025-01-26T06:00:00+00:00,45.1,30.7,True,0.4,94.3,97.6,14.9,15.4,16.6,29.5,1,88.4,6,14500.0,heatwave,1,1,1,1,0
Ironwood,2025-01-26T07:00:00+00:00,30.4,43.8,False,11.6,65.6,79.6,11.0,14.5,31.9,12.5,2,88.1,13,16542.8,high_density,0,0,1,1,1
Stonegate,2025-01-26T08:00:00+00:00,25.3,36.3,False,67.7,76.8,82.9,25.1,37.3,57.0,18.4,5,77.5,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-26T09:00:00+00:00,40.1,54.5,True,47.0,90.2,96.9,26.7,26.6,57.0,23.3,8,90.8,13,15150.9,compound,0,1,1,0,1
Metrovale,2025-01-26T10:00:00+00:00,29.7,66.8,False,11.6,55.1,84.5,9.7,18.1,29.3,32.3,3,74.6,5,11200.0,baseline,0,1,0,0,1
Riverton,2025-01-26T11:00:00+00:00,43.7,53.7,True,0.2,86.7,99.2,14.9,23.9,10.7,13.1,2,70.7,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-26T12:00:00+00:00,22.9,60.0,False,9.2,64.2,80.8,10.8,20.1,43.0,18.6,2,94.2,11,13673.5,high_density,1,1,1,0,1
Sunport,2025-01-26T13:00:00+00:00,30.5,57.4,False,69.2,69.2,77.8,18.9,28.2,37.7,29.1,5,69.3,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-26T14:00:00+00:00,39.3,28.5,True,78.5,95.9,98.8,15.6,29.2,42.9,20.7,10,78.4,13,15685.7,compound,1,0,1,1,1
Lakehurst,2025-01-26T15:00:00+00:00,21.0,61.5,False,13.1,65.0,85.9,6.5,21.4,13.1,31.1,0,56.1,1,10100.0,baseline,0,1,1,0,1
Bayhaven,2025-01-26T16:00:00+00:00,40.5,49.2,True,0.2,88.8,94.2,7.1,15.5,26.0,16.5,1,85.2,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-26T17:00:00+00:00,26.2,55.4,False,13.3,80.4,85.4,14.4,16.6,36.1,17.5,3,93.1,7,12912.2,high_density,1,1,1,0,1
Stonegate,2025-01-26T18:00:00+00:00,23.0,71.0,False,66.5,75.1,81.3,20.6,24.2,50.3,23.3,4,54.4,2,11700.0,failure_event,1,0,1,0,1
Hillford,2025-01-26T19:00:00+00:00,45.8,38.3,True,40.1,95.6,93.4,22.3,34.1,32.8,12.7,4,81.9,12,12776.9,compound,1,1,1,1,1
Metrovale,2025-01-26T20:00:00+00:00,26.9,44.1,False,15.3,71.4,89.2,9.5,10.5,10.7,18.7,0,71.7,1,11200.0,baseline,0,1,0,0,0
Riverton,2025-01-26T21:00:00+00:00,41.5,56.5,True,7.8,91.6,97.5,5.2,17.8,29.7,31.7,0,82.7,6,8400.0,heatwave,1,1,1,1,0
